n,seq,eig
6,TTHT,0.13295016926052688
6,TTHH,0.02662995376441737
6,THTT,0.13295016926052672
6,THTH,0.26305644686330426
6,THHT,0.02662995376441737
6,THHH,0.056051859646198104
6,HTTT,0.056051859646198125
6,HTTH,0.02662995376441728
6,HTHT,0.26305644686330437
6,HTHH,0.132950169260527
6,HHTT,0.02662995376441728
6,HHTH,0.132950169260527
6,HHHT,0.132950169260527
6,HHHH,0.29718495982443527
7,TTTT,0.32926669922944
7,TTTH,0.15188901949577344
7,TTHT,0.15188901949577344
7,TTHH,0.03093163356884644
7,THTT,0.15188901949577302
7,THTH,0.2936104711727406
7,THHT,0.03093163356884644
7,THHH,0.0648003136263679
7,HTTT,0.06480031362636776
7,HTTH,0.030931633568846286
7,HTHT,0.29361047117274064
7,HTHH,0.15188901949577346
7,HHTT,0.030931633568846286
7,HHTH,0.15188901949577346
7,HHHT,0.15188901949577346
7,HHHH,0.3292666992294401
8,TTTT,0.3581220824613606
8,TTTH,0.1700753724536344
8,TTHT,0.1700753724536344
8,TTHH,0.035195602959740196
8,THTT,0.17007537245363416
8,THTH,0.321426828257862
8,THHT,0.035195602959740196
8,THHH,0.07339409109501198
8,HTTT,0.07339409109501209
8,HTTH,0.03519560295974001
8,HTHT,0.32142682825786173
8,HTHH,0.17007537245363463
8,HHTT,0.03519560295974001
8,HHTH,0.17007537245363463
8,HHHT,0.17007537245363463
8,HHHH,0.35812208246136057
9,TTTT,0.38414598064220407
9,TTTH,0.18755751314020888
9,TTHT,0.18755751314020888
9,TTHH,0.039422343477527294
9,THTT,0.1875575131402084
9,THTH,0.3467893123159362
9,THHT,0.039422343477527294
9,THHH,0.08183804974348367
9,HTTT,0.08183804974348372
9,HTTH,0.039422343477527086
9,HTHT,0.3467893123159364
9,HTHH,0.18755751314020877
9,HHTT,0.039422343477527086
9,HHTH,0.18755751314020877
9,HHHT,0.18755751314020877
9,HHHH,0.38414598064220407
10,TTTT,0.40767280880137413
10,TTTH,0.20437925091248893
10,TTHT,0.20437925091248893
10,TTHH,0.043612328185207994
10,THTT,0.20437925091248849
10,THTH,0.36994265786837116
10,THHT,0.043612328185207994
10,THHH,0.09013678821729207
10,HTTT,0.09013678821729208
10,HTTH,0.04361232818520794
10,HTHT,0.36994265786837116
10,HTHH,0.20437925091248876
10,HHTT,0.04361232818520794
10,HHTH,0.20437925091248876
10,HHHT,0.20437925091248876
10,HHHH,0.407672808801374
11,TTTT,0.4289830860244284
11,TTTH,0.2205805212441658
11,TTHT,0.2205805212441658
11,TTHH,0.04776602158914481
11,THTT,0.2205805212441651
11,THTH,0.39110580850913157
11,THHT,0.04776602158914481
11,THHH,0.09829466962568716
11,HTTT,0.09829466962568723
11,HTTH,0.0477660215891447
11,HTHT,0.3911058085091319
11,HTHH,0.22058052124416547
11,HHTT,0.0477660215891447
11,HHTH,0.22058052124416547
11,HHHT,0.22058052124416547
11,HHHH,0.4289830860244282
12,TTTT,0.4483222431229873
12,TTTH,0.23619787394181413
12,TTHT,0.23619787394181413
12,TTHH,0.051883879632389315
12,THTT,0.2361978739418135
12,THTH,0.410471184108305
12,THHT,0.051883879632389315
12,THHH,0.1063158418020983
12,HTTT,0.10631584180209842
12,HTTH,0.05188387963238907
12,HTHT,0.4104711841083052
12,HTHH,0.23619787394181396
12,HHTT,0.05188387963238907
12,HHTH,0.23619787394181396
12,HHHT,0.23619787394181396
12,HHHH,0.4483222431229877
13,TTTT,0.4659046796516853
13,TTTH,0.251264876748883
13,TTHT,0.251264876748883
13,TTHH,0.0559663497421563
13,THTT,0.25126487674888226
13,THTH,0.42820710613285906
13,THHT,0.0559663497421563
13,THHH,0.11420425492207315
13,HTTT,0.11420425492207316
13,HTTH,0.055966349742156064
13,HTHT,0.4282071061328594
13,HTHH,0.2512648767488827
13,HHTT,0.055966349742156064
13,HHTH,0.2512648767488827
13,HHHT,0.2512648767488827
13,HHHH,0.46590467965168514
14,TTTT,0.481914363960501
14,TTTH,0.2658124520480342
14,TTHT,0.2658124520480342
14,TTHH,0.06001387091757655
14,THTT,0.2658124520480337
14,THTH,0.4444652706295729
14,THHT,0.06001387091757655
14,THHH,0.12196367694367712
14,HTTT,0.1219636769436771
14,HTTH,0.060013870917576484
14,HTHT,0.444465270629573
14,HTHH,0.2658124520480337
14,HHTT,0.060013870917576484
14,HHTH,0.2658124520480337
14,HHHT,0.2658124520480337
14,HHHH,0.48191436396050136
15,TTTT,0.49651383730027593
15,TTTH,0.27986916168330755
15,TTHT,0.27986916168330755
15,TTHH,0.06402687384720324
15,THTT,0.279869161683307
15,THTH,0.459381330922424
15,THHT,0.06402687384720324
15,THHH,0.12959770723299216
15,HTTT,0.12959770723299222
15,HTTH,0.06402687384720288
15,HTHT,0.4593813309224239
15,HTHH,0.27986916168330767
15,HHTT,0.06402687384720288
15,HHTH,0.27986916168330767
15,HHHT,0.27986916168330767
15,HHHH,0.49651383730027576
16,TTTT,0.5098477386878556
16,TTTH,0.29346144982878875
16,TTHT,0.29346144982878875
16,TTHH,0.06800578104822913
16,THTT,0.2934614498287879
16,THTH,0.47307520661098157
16,THHT,0.06800578104822913
16,THHH,0.1371097886619062
16,HTTT,0.13710978866190612
16,HTTH,0.06800578104822892
16,HTHT,0.4730752066109817
16,HTHH,0.2934614498287886
16,HHTT,0.06800578104822892
16,HHTH,0.2934614498287886
16,HHHT,0.2934614498287886
16,HHHH,0.5098477386878557
17,TTTT,0.5220420934470648
17,TTTH,0.3066138520214901
17,TTHT,0.3066138520214901
17,TTHH,0.07195100702124459
17,THTT,0.3066138520214896
17,THTH,0.4856554741694602
17,THHT,0.07195100702124459
17,THHH,0.14450321840861607
17,HTTT,0.14450321840861596
17,HTTH,0.07195100702124425
17,HTHT,0.48565547416946003
17,HTHH,0.30661385202149016
17,HHTT,0.07195100702124425
17,HHTH,0.30661385202149016
17,HHHT,0.30661385202149016
17,HHHH,0.5220420934470643
18,TTTT,0.5332087479670442
18,TTTH,0.3193491764719204
18,TTHT,0.3193491764719204
18,TTHH,0.07586295841577399
18,THTT,0.31934917647191974
18,THTH,0.49722037978071487
18,THHT,0.07586295841577399
18,THHH,0.15178115764787534
18,HTTT,0.15178115764787548
18,HTTH,0.07586295841577377
18,HTHT,0.49722037978071515
18,HTHH,0.3193491764719202
18,HHTT,0.07586295841577377
18,HHTH,0.3193491764719202
18,HHHT,0.3193491764719202
18,HHHH,0.5332087479670444
19,TTTT,0.5434483923457248
19,TTTH,0.331688662305957
19,TTHT,0.331688662305957
19,TTHH,0.07974203420291846
19,THTT,0.33168866230595634
19,THTH,0.5078574874150211
19,THHT,0.07974203420291846
19,THHH,0.15894664028436006
19,HTTT,0.15894664028436004
19,HTTH,0.07974203420291824
19,HTHT,0.507857487415021
19,HTHH,0.3316886623059567
19,HHTT,0.07974203420291824
19,HHTH,0.3316886623059567
19,HHHT,0.3316886623059567
19,HHHH,0.543448392345725
20,TTTT,0.5528498429181985
20,TTTH,0.34365211864916695
20,TTHT,0.34365211864916695
20,TTHH,0.08358862585226262
20,THTT,0.3436521186491661
20,THTH,0.5176462807336133
20,THHT,0.08358862585226262
20,THHH,0.1660025808560741
20,HTTT,0.16600258085607414
20,HTTH,0.08358862585226218
20,HTHT,0.5176462807336126
20,HTHH,0.34365211864916745
20,HHTT,0.08358862585226218
20,HHTH,0.34365211864916745
20,HHHT,0.34365211864916745
20,HHHH,0.5528498429181986
21,TTTT,0.5614920979206869
21,TTTH,0.3552580474442204
21,TTHT,0.3552580474442204
21,TTHH,0.08740311751084517
21,THTT,0.3552580474442194
21,THTH,0.526659283363502
21,THHT,0.08740311751084517
21,THHH,0.17295178171372147
21,HTTT,0.17295178171372155
21,HTTH,0.08740311751084484
21,HTHT,0.526659283363502
21,HTHH,0.35525804744421996
21,HHTT,0.08740311751084484
21,HHTH,0.35525804744421996
21,HHHT,0.35525804744421996
21,HHHH,0.5614920979206872
22,TTTT,0.5694467752551389
22,TTTH,0.36652375252697067
22,TTHT,0.36652375252697067
22,TTHH,0.09118588618250217
22,THTT,0.36652375252696984
22,THTH,0.5349615787363606
22,THHT,0.09118588618250217
22,THHH,0.17979693956507756
22,HTTT,0.1797969395650776
22,HTTH,0.0911858861825017
22,HTHT,0.5349615787363605
22,HTHH,0.3665237525269701
22,HHTT,0.0911858861825017
22,HHTH,0.3665237525269701
22,HHHT,0.3665237525269701
22,HHHH,0.5694467752551392
23,TTTT,0.5767777228071377
23,TTTH,0.3774654369036794
23,TTHT,0.3774654369036794
23,TTHH,0.09493730190627073
23,THTT,0.3774654369036787
23,THTH,0.5426123166078934
23,THHT,0.09493730190627073
23,THHH,0.18654065145975082
23,HTTT,0.18654065145975096
23,HTTH,0.09493730190627027
23,HTHT,0.5426123166078932
23,HTHH,0.3774654369036792
23,HHTT,0.09493730190627027
23,HHTH,0.3774654369036792
23,HHHT,0.3774654369036792
23,HHHH,0.5767777228071385
24,TTTT,0.5835418230808143
24,TTTH,0.3880982898773141
24,TTHT,0.3880982898773141
24,TTHH,0.0986577279328653
24,THTT,0.3880982898773132
24,THTH,0.5496657859736632
24,THHT,0.0986577279328653
24,THHH,0.19318542027853736
24,HTTT,0.19318542027853744
24,HTTH,0.0986577279328648
24,HTHT,0.5496657859736636
24,HTHH,0.3880982898773137
24,HHTT,0.0986577279328648
24,HHTH,0.3880982898773137
24,HHHT,0.3880982898773137
24,HHHH,0.583541823080814
25,TTTT,0.5897908331376241
25,TTTH,0.3984365653933588
25,TTHT,0.3984365653933588
25,TTHH,0.10234752089846284
25,THTT,0.39843656539335803
25,THTH,0.5561710056369549
25,THHT,0.10234752089846284
25,THHH,0.1997336597823866
25,HTTT,0.1997336597823868
25,HTTH,0.10234752089846251
25,HTHT,0.5561710056369547
25,HTHH,0.3984365653933584
25,HHTT,0.10234752089846251
25,HHTH,0.3984365653933584
25,HHHT,0.3984365653933584
25,HHHH,0.5897908331376244
26,TTTT,0.5955713269559149
26,TTTH,0.4084936527149924
26,TTHT,0.4084936527149924
26,TTHH,0.10600703099524078
26,THTT,0.4084936527149919
26,THTH,0.56217254691345
26,THHT,0.10600703099524078
26,THHH,0.2061876992683659
26,HTTT,0.20618769926836591
26,HTTH,0.10600703099524032
26,HTHT,0.5621725469134504
26,HTHH,0.40849365271499205
26,HHTT,0.10600703099524032
26,HHTH,0.40849365271499205
26,HHHT,0.40849365271499205
26,HHHH,0.5955713269559155
27,TTTT,0.6009248800126036
27,TTTH,0.41828214040811224
27,TTHT,0.41828214040811224
27,TTHH,0.10963660213824572
27,THTT,0.41828214040811135
27,THTH,0.5677114817156419
27,THHT,0.10963660213824572
27,THHH,0.2125497878736391
27,HTTT,0.21254978787363873
27,HTTH,0.10963660213824503
27,HTHT,0.5677114817156419
27,HTHH,0.4182821404081115
27,HHTT,0.10963660213824503
27,HHTH,0.4182821404081115
27,HHHT,0.4182821404081115
27,HHHH,0.600924880012604
28,TTTT,0.605889369329616
28,TTTH,0.4278138744231177
28,TTHT,0.4278138744231177
28,TTHH,0.11323657212830877
28,THTT,0.4278138744231168
28,THTH,0.5728251051429597
28,THHT,0.11323657212830877
28,THHH,0.21882209856313992
28,HTTT,0.21882209856313994
28,HTTH,0.11323657212830801
28,HTHT,0.5728251051429598
28,HTHH,0.42781387442311763
28,HHTT,0.11323657212830801
28,HHTH,0.42781387442311763
28,HHHT,0.42781387442311763
28,HHHH,0.6058893693296165
29,TTTT,0.6104991510847331
29,TTTH,0.4371000109736612
29,TTHT,0.4371000109736612
29,TTHH,0.11680727281079835
29,THTT,0.43710001097366036
29,THTH,0.577547335202499
29,THHT,0.11680727281079835
29,THHH,0.2250067318320946
29,HTTT,0.22500673183209438
29,HTTH,0.11680727281079761
29,HTHT,0.577547335202498
29,HTHH,0.43710001097366047
29,HHTT,0.11680727281079761
29,HHTH,0.43710001097366047
29,HHHT,0.43710001097366047
29,HHHH,0.6104991510847334
30,TTTT,0.6147849797236524
30,TTTH,0.4461510647976338
30,TTHT,0.4461510647976338
30,TTHH,0.12034903023009078
30,THTT,0.44615106479763317
30,THTH,0.5819095029656647
30,THHT,0.12034903023009078
30,THHH,0.23110571915071512
30,HTTT,0.23110571915071454
30,HTTH,0.12034903023009039
30,HTHT,0.581909502965665
30,HTHH,0.4461510647976342
30,HHTT,0.12034903023009039
30,HHTH,0.4461510647976342
30,HHHT,0.4461510647976342
30,HHHH,0.6147849797236539
31,TTTT,0.6187748653217297
31,TTTH,0.45497695330388227
31,TTHT,0.45497695330388227
31,TTHH,0.12386216477969125
31,THTT,0.4549769533038809
31,THTH,0.5859402087955944
31,THHT,0.12386216477969125
31,THHH,0.23712102617511646
31,HTTT,0.23712102617511643
31,HTTH,0.12386216477969067
31,HTHT,0.5859402087955927
31,HTHH,0.4549769533038821
31,HHTT,0.12386216477969067
31,HHTH,0.4549769533038821
31,HHHT,0.4549769533038821
31,HHHH,0.6187748653217303
32,TTTT,0.6224943784941683
32,TTTH,0.4635870370499458
32,TTHT,0.4635870370499458
32,TTHH,0.12734699134798225
32,THTT,0.4635870370499452
32,THTH,0.5896654697662429
32,THHT,0.12734699134798225
32,THHH,0.24305455574570853
32,HTTT,0.2430545557457085
32,HTTH,0.12734699134798186
32,HTHT,0.5896654697662416
32,HTHH,0.46358703704994575
32,HHTT,0.12734699134798186
32,HHTH,0.46358703704994575
32,HHHT,0.46358703704994575
32,HHHH,0.6224943784941678
33,TTTT,0.6259664936969124
33,TTTH,0.47199015692326196
33,TTHT,0.47199015692326196
33,TTHH,0.13080381945962044
33,THTT,0.4719901569232609
33,THTH,0.593109346126029
33,THHT,0.13080381945962044
33,THHH,0.2489081506918862
33,HTTT,0.2489081506918862
33,HTTH,0.13080381945961994
33,HTHT,0.5931093461260277
33,HTHH,0.4719901569232617
33,HHTT,0.13080381945961994
33,HHTH,0.4719901569232617
33,HHHT,0.4719901569232617
33,HHHH,0.6259664936969127
34,TTTT,0.6292121114944726
34,TTTH,0.4801946683644524
34,TTHT,0.4801946683644524
34,TTHH,0.1342329534126186
34,THTT,0.48019466836445146
34,THTH,0.5962939082222873
34,THHT,0.1342329534126186
34,THHH,0.2546835964597743
34,HTTT,0.254683596459774
34,HTTH,0.13423295341261815
34,HTHT,0.596293908222286
34,HTHH,0.48019466836445196
34,HHTT,0.13423295341261815
34,HHTH,0.48019466836445196
34,HHHT,0.48019466836445196
34,HHHH,0.6292121114944745
35,TTTT,0.6322504044582803
35,TTTH,0.48820847291938874
35,TTHT,0.48820847291938874
35,TTHH,0.13763469241118703
35,THTT,0.4882084729193878
35,THTH,0.5992392438805666
35,THHT,0.13763469241118703
35,THHH,0.26038262357795505
35,HTTT,0.26038262357795483
35,HTTH,0.1376346924111865
35,HTHT,0.5992392438805667
35,HTHH,0.48820847291938824
35,HHTT,0.1376346924111865
35,HHTH,0.48820847291938824
35,HHHT,0.48820847291938824
35,HHHH,0.6322504044582816
36,TTTT,0.635098675584608
36,TTTH,0.4960390473764807
36,TTHT,0.4960390473764807
36,TTHH,0.14100933069440746
36,THTT,0.4960390473764802
36,THTH,0.6019639319372394
36,THHT,0.14100933069440746
36,THHH,0.2660069099745374
36,HTTT,0.2660069099745381
36,HTTH,0.14100933069440702
36,HTHT,0.601963931937238
36,HTHH,0.4960390473764808
36,HHTT,0.14100933069440702
36,HHTH,0.4960390473764808
36,HHHT,0.4960390473764808
36,HHHH,0.6350986755846082
37,TTTT,0.6377726447823006
37,TTTH,0.5036934707161693
37,TTHT,0.5036934707161693
37,TTHH,0.1443571576608386
37,THTT,0.5036934707161687
37,THTH,0.6044850893645632
37,THHT,0.1443571576608386
37,THHH,0.2715580831575538
37,HTTT,0.2715580831575535
37,HTTH,0.14435715766083831
37,HTHT,0.6044850893645625
37,HTHH,0.5036934707161699
37,HHTT,0.14435715766083831
37,HHTH,0.5036934707161699
37,HHHT,0.5036934707161699
37,HHHH,0.6377726447823013
38,TTTT,0.6402867785665284
38,TTTH,0.5111784490691118
38,TTHT,0.5111784490691118
38,TTHH,0.14767845798915832
38,THTT,0.5111784490691105
38,THTH,0.6068183111451498
38,THHT,0.14767845798915832
38,THHH,0.27703772226943685
38,HTTT,0.27703772226943707
38,HTTH,0.14767845798915769
38,HTHT,0.6068183111451482
38,HTHH,0.5111784490691118
38,HHTT,0.14767845798915769
38,HHTH,0.5111784490691118
38,HHHT,0.5111784490691118
38,HHHH,0.640286778566529
39,TTTT,0.6426541977608722
39,TTTH,0.518500338863642
39,TTHT,0.518500338863642
39,TTHH,0.15097351175494497
39,THTT,0.5185003388636414
39,THTH,0.6089780107176779
39,THHT,0.15097351175494497
39,THHH,0.28244736002531423
39,HTTT,0.28244736002531434
39,HTTH,0.15097351175494447
39,HTHT,0.6089780107176757
39,HTHH,0.5185003388636419
39,HHTT,0.15097351175494447
39,HHTH,0.5185003388636419
39,HHHT,0.5185003388636419
39,HHHH,0.6426541977608722
40,TTTT,0.6448868100921864
40,TTTH,0.525665168317626
40,TTHT,0.525665168317626
40,TTHH,0.15424259454371594
40,THTT,0.5256651683176257
40,THTH,0.6109775175933296
40,THHT,0.15424259454371594
40,THHH,0.28778848454385997
40,HTTT,0.2877884845438601
40,HTTH,0.15424259454371536
40,HTHT,0.6109775175933297
40,HTHH,0.5256651683176262
40,HHTT,0.15424259454371536
40,HHTH,0.5256651683176262
40,HHHT,0.5256651683176262
40,HHHH,0.6448868100921872
41,TTTT,0.6469955924199041
41,TTTH,0.5326786574172482
41,TTHT,0.5326786574172482
41,TTHH,0.15748597756033983
41,THTT,0.532678657417247
41,THTH,0.6128289946938118
41,THHT,0.15748597756033983
41,THHH,0.29306254107866553
41,HTTT,0.29306254107866575
41,HTTH,0.1574859775603397
41,HTHT,0.6128289946938114
41,HTHH,0.5326786574172471
41,HHTT,0.1574859775603397
41,HHTH,0.5326786574172471
41,HHHT,0.5326786574172471
41,HHHH,0.6469955924199053
42,TTTT,0.6489905517837989
42,TTTH,0.53954623650895
42,TTHT,0.53954623650895
42,TTHH,0.16070392773493583
42,THTT,0.5395462365089491
42,THTH,0.6145436694406612
42,THHT,0.16070392773493583
42,THHH,0.2982709336573251
42,HTTT,0.2982709336573255
42,HTTH,0.16070392773493547
42,HTHT,0.614543669440661
42,HTHH,0.53954623650895
42,HHTT,0.16070392773493547
42,HHTH,0.53954623650895
42,HHHT,0.53954623650895
42,HHHH,0.6489905517837996
43,TTTT,0.6508807661006483
43,TTTH,0.546273063617044
43,TTHT,0.546273063617044
43,TTHH,0.16389670782537616
43,THTT,0.5462730636170424
43,THTH,0.6161319567648887
43,THHT,0.16389670782537616
43,THHH,0.3034150266347928
43,HTTT,0.3034150266347918
43,HTTH,0.16389670782537574
43,HTHT,0.616131956764888
43,HTHH,0.5462730636170438
43,HHTT,0.16389670782537574
43,HHTH,0.5462730636170438
43,HHHT,0.5462730636170438
43,HHHH,0.6508807661006479
44,TTTT,0.6526746069256226
44,TTTH,0.5528640405908349
44,TTHT,0.5528640405908349
44,TTHH,0.16706457651651035
44,THTT,0.5528640405908335
44,THTH,0.6176033797957206
44,THHT,0.16706457651651035
44,THHH,0.3084961461669681
44,HTTT,0.3084961461669683
44,HTTH,0.16706457651650974
44,HTHT,0.6176033797957188
44,HTHH,0.5528640405908347
44,HHTT,0.16706457651650974
44,HHTH,0.5528640405908347
44,HHHT,0.5528640405908347
44,HHHH,0.6526746069256228
45,TTTT,0.6543797441463874
45,TTTH,0.5593238281718501
45,TTHT,0.5593238281718501
45,TTHH,0.17020778851622512
45,THTT,0.5593238281718491
45,THTH,0.6189667156923342
45,THHT,0.17020778851622512
45,THHH,0.31351558160997844
45,HTTT,0.31351558160997944
45,HTTH,0.17020778851622462
45,HTHT,0.6189667156923326
45,HTHH,0.55932382817185
45,HHTT,0.17020778851622462
45,HHTH,0.55932382817185
45,HHHT,0.55932382817185
45,HHHH,0.6543797441463863
46,TTTT,0.6560031383137706
46,TTTH,0.56565686006599
46,TTHT,0.56565686006599
46,TTHH,0.17332659464844516
46,THTT,0.5656568600659895
46,THTH,0.6202301249030747
46,THHT,0.17332659464844516
46,THHH,0.3184745868501124
46,HTTT,0.3184745868501132
46,HTTH,0.1733265946484445
46,HTHT,0.620230124903073
46,HTHH,0.5656568600659914
46,HHTT,0.1733265946484445
46,HHTH,0.5656568600659914
46,HHHT,0.5656568600659914
46,HHHH,0.6560031383137703
47,TTTT,0.6575512043912334
47,TTTH,0.5718673560957004
47,TTHT,0.5718673560957004
47,TTHH,0.17642124194319325
47,THTT,0.5718673560956993
47,THTH,0.6214010881701993
47,THHT,0.17642124194319325
47,THHH,0.32337438156898146
47,HTTT,0.323374381568981
47,HTTH,0.1764212419431926
47,HTHT,0.6214010881701993
47,HTHH,0.5718673560957005
47,HHTT,0.1764212419431926
47,HHTH,0.5718673560957005
47,HHHT,0.5718673560957005
47,HHHH,0.6575512043912329
48,TTTT,0.6590298460517495
48,TTTH,0.5779593345008975
48,TTHT,0.5779593345008975
48,TTHH,0.1794919737238091
48,THTT,0.5779593345008965
48,THTH,0.6224864893452688
48,THHT,0.1794919737238091
48,THHH,0.3282161524480928
48,HTTT,0.3282161524480934
48,HTTH,0.17949197372380848
48,HTHT,0.6224864893452674
48,HTHH,0.5779593345008973
48,HHTT,0.17949197372380848
48,HHTH,0.5779593345008973
48,HHHT,0.5779593345008973
48,HHHH,0.6590298460517499
49,TTTT,0.6604444279445058
49,TTTH,0.5839366234520385
49,TTHT,0.5839366234520385
49,TTHH,0.18253902969143115
49,THTT,0.5839366234520367
49,THTH,0.6234927376867448
49,THHT,0.18253902969143115
49,THHH,0.3330010543166802
49,HTTT,0.33300105431667937
49,HTTH,0.1825390296914303
49,HTHT,0.6234927376867452
49,HTHH,0.5839366234520368
49,HHTT,0.1825390296914303
49,HHTH,0.5839366234520368
49,HHHT,0.5839366234520368
49,HHHH,0.6604444279445063
50,TTTT,0.6617998877899905
50,TTTH,0.5898028718314905
50,TTHT,0.5898028718314905
50,TTHH,0.18556264600684488
50,THTT,0.5898028718314896
50,THTH,0.6244257257537407
50,THHT,0.18556264600684488
50,THHH,0.3377302112463169
50,HTTT,0.33773021124631725
50,HTTH,0.18556264600684413
50,HTHT,0.6244257257537397
50,HTHH,0.5898028718314889
50,HHTT,0.18556264600684413
50,HHTH,0.5898028718314889
50,HHHT,0.5898028718314889
50,HHHH,0.66179988778999
51,TTTT,0.6631007868087789
51,TTTH,0.5955615593365485
51,TTHT,0.5955615593365485
51,TTHH,0.18856305536979295
51,THTT,0.5955615593365473
51,THTH,0.6252908683477225
51,THHT,0.18856305536979295
51,THHH,0.34240471759559843
51,HTTT,0.34240471759559804
51,HTTH,0.1885630553697921
51,HTHT,0.6252908683477234
51,HTHH,0.5955615593365471
51,HHTT,0.1885630553697921
51,HHTH,0.5955615593365471
51,HHHT,0.5955615593365471
51,HHHH,0.6631007868087783
52,TTTT,0.6643512786913922
52,TTTH,0.6012160059511886
52,TTHT,0.6012160059511886
52,TTHH,0.19154048709583552
52,THTT,0.6012160059511874
52,THTH,0.6260932098390113
52,THHT,0.19154048709583552
52,THHH,0.3470256390078757
52,HTTT,0.3470256390078758
52,HTTH,0.1915404870958344
52,HTHT,0.626093209839011
52,HTHH,0.6012160059511891
52,HHTT,0.1915404870958344
52,HHTH,0.6012160059511891
52,HHHT,0.6012160059511891
52,HHHH,0.664351278691392
53,TTTT,0.665555180309603
53,TTTH,0.60676938083085
53,TTHT,0.60676938083085
53,TTHH,0.19449516719085935
53,THTT,0.6067693808308484
53,THTH,0.6268374024360416
53,THHT,0.19449516719085935
53,THHH,0.35159401336484924
53,HTTT,0.3515940133648496
53,HTTH,0.19449516719085866
53,HTHT,0.6268374024360422
53,HTHH,0.6067693808308503
53,HHTT,0.19449516719085866
53,HHTH,0.6067693808308503
53,HHHT,0.6067693808308503
53,HHHH,0.6655551803096044
54,TTTT,0.6667160275233209
54,TTTH,0.6122247106407024
54,TTHT,0.6122247106407024
54,TTHH,0.19742731842331826
54,THTT,0.6122247106407015
54,THTH,0.6275277167816551
54,THHT,0.19742731842331826
54,THHH,0.35611085169857604
54,HTTT,0.3561108516985758
54,HTTH,0.19742731842331726
54,HTHT,0.6275277167816556
54,HTHH,0.6122247106407028
54,HHTT,0.19742731842331726
54,HHTH,0.6122247106407028
54,HHHT,0.6122247106407028
54,HHHH,0.6667160275233192
55,TTTT,0.667837049506654
55,TTTH,0.6175848873840959
55,TTHT,0.6175848873840959
55,TTHH,0.20033716039428812
55,THTT,0.6175848873840954
55,THTH,0.6281681304637574
55,THHT,0.20033716039428812
55,THHH,0.36057713906428923
55,HTTT,0.36057713906428845
55,HTTH,0.2003371603942868
55,HTHT,0.6281681304637573
55,HTHH,0.6175848873840954
55,HHTT,0.2003371603942868
55,HHTH,0.6175848873840954
55,HHHT,0.6175848873840954
55,HHHH,0.6678370495066528
56,TTTT,0.668921208698537
56,TTTH,0.6228526757560408
56,TTHT,0.6228526757560408
56,TTHH,0.20322490960541736
56,THTT,0.6228526757560399
56,THTH,0.6287623234146494
56,THHT,0.20322490960541736
56,THHH,0.36499383537623914
56,HTTT,0.3649938353762387
56,HTTH,0.20322490960541673
56,HTHT,0.6287623234146495
