n,seq,eig
19,TTHH,0.29504305605523584
19,THTT,0.6224109125753304
19,THTH,0.5146264998134891
19,THHT,0.29504305605523584
19,THHH,0.497569524146852
19,HTTT,0.49756952414685185
19,HTTH,0.2950430560552352
19,HTHT,0.5146264998134888
19,HTHH,0.6224109125753308
19,HHTT,0.2950430560552352
19,HHTH,0.6224109125753308
19,HHHT,0.6224109125753308
19,HHHH,0.7780295195961195
20,TTTT,0.784334949606659
20,TTTH,0.6389090960435363
20,TTHT,0.6389090960435363
20,TTHH,0.3099073920106097
20,THTT,0.6389090960435354
20,THTH,0.5199057696193181
20,THHT,0.3099073920106097
20,THHH,0.5163326682548417
20,HTTT,0.5163326682548419
20,HTTH,0.309907392010609
20,HTHT,0.5199057696193182
20,HTHH,0.6389090960435356
20,HHTT,0.309907392010609
20,HHTH,0.6389090960435356
20,HHHT,0.6389090960435356
20,HHHH,0.7843349496066591
21,TTTT,0.7901478151836896
21,TTTH,0.6543118480588597
21,TTHT,0.6543118480588597
21,TTHH,0.32409638924554723
21,THTT,0.6543118480588591
21,THTH,0.524720807018756
21,THHT,0.32409638924554723
21,THHH,0.5340495939327696
21,HTTT,0.5340495939327696
21,HTTH,0.32409638924554673
21,HTHT,0.5247208070187558
21,HTHH,0.6543118480588592
21,HHTT,0.32409638924554673
21,HHTH,0.6543118480588592
21,HHHT,0.6543118480588592
21,HHHH,0.7901478151836895
22,TTTT,0.7955643674420195
22,TTTH,0.6687137854781205
22,TTHT,0.6687137854781205
22,TTHH,0.3376177537025138
22,THTT,0.6687137854781199
22,THTH,0.5291161538040026
22,THHT,0.3376177537025138
22,THHH,0.5507908498218205
22,HTTT,0.5507908498218201
22,HTTH,0.33761775370251296
22,HTHT,0.5291161538040025
22,HTHH,0.6687137854781203
22,HHTT,0.33761775370251296
22,HHTH,0.6687137854781203
22,HHHT,0.6687137854781203
22,HHHH,0.7955643674420194
23,TTTT,0.8006388481795684
23,TTTH,0.6822003611951115
23,TTHT,0.6822003611951115
23,TTHH,0.35048580492037384
23,THTT,0.6822003611951111
23,THTH,0.5331360437422863
23,THHT,0.35048580492037384
23,THHH,0.5666233734689791
23,HTTT,0.5666233734689792
23,HTTH,0.35048580492037323
23,HTHT,0.5331360437422861
23,HTHH,0.6822003611951112
23,HHTT,0.35048580492037323
23,HHTH,0.6822003611951112
23,HHHT,0.6822003611951112
23,HHHH,0.8006388481795683
24,TTTT,0.8053869691923975
24,TTTH,0.6948488132825437
24,TTHT,0.6948488132825437
24,TTHH,0.36271979476249555
24,THTT,0.6948488132825429
24,THTH,0.5368452115628948
24,THHT,0.36271979476249555
24,THHH,0.5816100399896824
24,HTTT,0.5816100399896825
24,HTTH,0.3627197947624948
24,HTHT,0.5368452115628946
24,HTHH,0.6948488132825431
24,HHTT,0.3627197947624948
24,HHTH,0.6948488132825431
24,HHHT,0.6948488132825431
24,HHHH,0.8053869691923973
25,TTTT,0.8098663553712842
25,TTTH,0.7067290135262156
25,TTHT,0.7067290135262156
25,TTHH,0.37434250733843116
25,THTT,0.706729013526215
25,THTH,0.5402704880344368
25,THHT,0.37434250733843116
25,THHH,0.5958094887626894
25,HTTT,0.5958094887626897
25,HTTH,0.3743425073384304
25,HTHT,0.5402704880344366
25,HTHH,0.7067290135262153
25,HHTT,0.3743425073384304
25,HHTH,0.7067290135262153
25,HHHT,0.7067290135262153
25,HHHH,0.809866355371284
26,TTTT,0.8141207544216987
26,TTTH,0.7179042226845892
26,TTHT,0.7179042226845892
26,TTHH,0.3853791122887106
26,THTT,0.7179042226845888
26,THTH,0.5434318034998311
26,THHT,0.3853791122887106
26,THHH,0.6092761342855557
26,HTTT,0.6092761342855556
26,HTTH,0.3853791122887098
26,HTHT,0.5434318034998313
26,HTHH,0.7179042226845891
26,HHTT,0.3853791122887098
26,HHTH,0.7179042226845891
26,HHHT,0.7179042226845891
26,HHHH,0.814120754421699
27,TTTT,0.8181510413180102
27,TTTH,0.7284317633535633
27,TTHT,0.7284317633535633
27,TTHH,0.3958562405038777
27,THTT,0.728431763353563
27,THTH,0.5463747326657001
27,THHT,0.3958562405038777
27,THHH,0.6220602949252165
27,HTTT,0.6220602949252165
27,HTTH,0.3958562405038769
27,HTHT,0.5463747326657
27,HTHH,0.7284317633535632
27,HHTT,0.3958562405038769
27,HHTH,0.7284317633535632
27,HHHT,0.7284317633535632
27,HHHH,0.8181510413180101
28,TTTT,0.8219890285644775
28,TTTH,0.7383636191859085
28,TTHT,0.7383636191859085
28,TTHH,0.4058012510893031
28,THTT,0.738363619185908
28,THTH,0.5491186522750792
28,THHT,0.4058012510893031
28,THHH,0.6342083932667231
28,HTTT,0.6342083932667233
28,HTTH,0.40580125108930254
28,HTHT,0.5491186522750792
28,HTHH,0.7383636191859082
28,HHTT,0.40580125108930254
28,HHTH,0.7383636191859082
28,HHHT,0.7383636191859082
28,HHHH,0.8219890285644774
29,TTTT,0.8256725914892131
29,TTTH,0.7477469696269807
29,TTHT,0.7477469696269807
29,TTHH,0.41524165993200496
29,THTT,0.74774696962698
29,THTH,0.5516697668360061
29,THHT,0.41524165993200496
29,THHH,0.6457631961042937
29,HTTT,0.6457631961042936
29,HTTH,0.415241659932004
29,HTHT,0.5516697668360059
29,HTHH,0.7477469696269803
29,HHTT,0.415241659932004
29,HHTH,0.7477469696269803
29,HHHT,0.7477469696269803
29,HHHH,0.8256725914892131
30,TTTT,0.8291984550928704
30,TTTH,0.7566246677378066
30,TTHT,0.7566246677378066
30,TTHH,0.4242047028028919
30,THTT,0.7566246677378063
30,THTH,0.5540606328088844
30,THHT,0.4242047028028919
30,THHH,0.6567640723536934
30,HTTT,0.6567640723536933
30,HTTH,0.4242047028028914
30,HTHT,0.5540606328088846
30,HTHH,0.7566246677378065
30,HHTT,0.4242047028028914
30,HHTH,0.7566246677378065
30,HHHT,0.7566246677378065
30,HHHH,0.8291984550928702
31,TTTT,0.832580656406172
31,TTTH,0.7650356675153928
31,TTHT,0.7650356675153928
31,TTHH,0.43271700899172255
31,THTT,0.7650356675153921
31,THTH,0.5563079271026342
31,THHT,0.43271700899172255
31,THHH,0.6672472544239221
31,HTTT,0.667247254423922
31,HTTH,0.43271700899172216
31,HTHT,0.5563079271026342
31,HTHH,0.7650356675153926
31,HHTT,0.43271700899172216
31,HHTH,0.7650356675153926
31,HHHT,0.7650356675153926
31,HHHH,0.8325806564061723
32,TTTT,0.8358519803341273
32,TTTH,0.7730154068621915
32,TTHT,0.7730154068621915
32,TTHH,0.44080436465767525
32,THTT,0.773015406862191
32,THTH,0.5584102912234934
32,THHT,0.44080436465767525
32,THHH,0.6772460936995564
32,HTTT,0.6772460936995565
32,HTTH,0.44080436465767503
32,HTHT,0.5584102912234934
32,HTHH,0.7730154068621913
32,HHTT,0.44080436465767503
32,HHTH,0.7730154068621913
32,HHHT,0.7730154068621913
32,HHHH,0.8358519803341273
33,TTTT,0.839010310982246
33,TTTH,0.7805961507475763
33,TTHT,0.7805961507475763
33,TTHH,0.4484915481564749
33,THTT,0.7805961507475756
33,THTH,0.5603905130338324
33,THHT,0.4484915481564749
33,THHH,0.6867913043578387
33,HTTT,0.6867913043578389
33,HTTH,0.44849154815647435
33,HTHT,0.5603905130338324
33,HTHH,0.780596150747576
33,HHTT,0.44849154815647435
33,HHTH,0.780596150747576
33,HHHT,0.780596150747576
33,HHHH,0.8390103109822457
34,TTTT,0.8420577287928914
34,TTTH,0.7878072992649279
34,TTHT,0.7878072992649279
34,TTHH,0.45580222244409313
34,THTT,0.7878072992649274
34,THTH,0.5622646007795424
34,THHT,0.45580222244409313
34,THHH,0.6959111922153242
34,HTTT,0.6959111922153244
34,HTTH,0.4558022224440926
34,HTHT,0.5622646007795424
34,HTHH,0.7878072992649277
34,HHTT,0.4558022224440926
34,HHTH,0.7878072992649277
34,HHHT,0.7878072992649277
34,HHHH,0.8420577287928914
35,TTTT,0.8450215225701673
35,TTTH,0.7946756641898193
35,TTHT,0.7946756641898193
35,TTHH,0.46275887219263523
35,THTT,0.7946756641898187
35,THTH,0.5640274926086608
35,THHT,0.46275887219263523
35,THHH,0.7046318669844752
35,HTTT,0.7046318669844756
35,HTTH,0.46275887219263456
35,HTHT,0.564027492608661
35,HTHH,0.794675664189819
35,HHTT,0.46275887219263456
35,HHTH,0.794675664189819
35,HHHT,0.794675664189819
35,HHHH,0.8450215225701668
36,TTTT,0.8479030024668361
36,TTTH,0.8012257174201187
36,TTHT,0.8012257174201187
36,TTHH,0.46938277546567575
36,THTT,0.8012257174201183
36,THTH,0.5656941569546999
36,THHT,0.46938277546567575
36,THHH,0.7129774374491062
36,HTTT,0.7129774374491061
36,HTTH,0.4693827754656753
36,HTHT,0.5656941569547002
36,HTHH,0.8012257174201185
36,HHTT,0.4693827754656753
36,HHTH,0.8012257174201185
36,HHHT,0.8012257174201185
36,HHHH,0.8479030024668365
37,TTTT,0.850696800075725
37,TTTH,0.8074798143878411
37,TTHT,0.8074798143878411
37,TTHH,0.4756940016948443
37,THTT,0.8074798143878406
37,THTH,0.5672805671760052
37,THHT,0.4756940016948443
37,THHH,0.7209701898032492
37,HTTT,0.7209701898032493
37,HTTH,0.47569400169484344
37,HTHT,0.5672805671760055
37,HTHH,0.8074798143878408
37,HHTT,0.47569400169484344
37,HHTH,0.8074798143878408
37,HHHT,0.8074798143878408
37,HHHH,0.8506968000757251
38,TTTT,0.8534242036694234
38,TTTH,0.813458394867291
38,TTHT,0.813458394867291
38,TTHH,0.4817114292993169
38,THTT,0.8134583948672905
38,THTH,0.568780494668201
38,THHT,0.4817114292993169
38,THHH,0.7286307498585208
38,HTTT,0.7286307498585208
38,HTTH,0.4817114292993165
38,HTHT,0.5687804946682015
38,HTHH,0.8134583948672905
38,HHTT,0.4817114292993165
38,HHTH,0.8134583948672905
38,HHHT,0.8134583948672905
38,HHHH,0.8534242036694231
39,TTTT,0.8560904460674457
39,TTTH,0.8191801637539726
39,TTHT,0.8191801637539726
39,TTHH,0.4874527776251817
39,THTT,0.8191801637539722
39,THTH,0.5702024726395472
39,THHT,0.4874527776251817
39,THHH,0.7359782300945661
39,HTTT,0.7359782300945662
39,HTTH,0.4874527776251811
39,HTHT,0.5702024726395473
39,HTHH,0.8191801637539724
39,HHTT,0.4874527776251811
39,HHTH,0.8191801637539724
39,HHHT,0.8191801637539724
39,HHHH,0.8560904460674454
40,TTTT,0.8586862406695105
40,TTTH,0.8246622537238067
40,TTHT,0.8246622537238067
40,TTHH,0.4929346489853782
40,THTT,0.8246622537238062
40,THTH,0.5715623487827997
40,THHT,0.4929346489853782
40,THHH,0.7430303626658917
40,HTTT,0.7430303626658918
40,HTTH,0.4929346489853779
40,HTHT,0.5715623487827997
40,HTHH,0.8246622537238061
40,HHTT,0.4929346489853779
40,HHTH,0.8246622537238061
40,HHHT,0.8246622537238061
40,HHHH,0.8586862406695106
41,TTTT,0.8612266814776431
41,TTTH,0.829920371738392
41,TTHT,0.829920371738392
41,TTHH,0.4981725774856269
41,THTT,0.8299203717383915
41,THTH,0.5728544152896432
41,THHT,0.4981725774856269
41,THHH,0.7498036195290634
41,HTTT,0.7498036195290633
41,HTTH,0.4981725774856266
41,HTHT,0.5728544152896434
41,HTHH,0.8299203717383917
41,HHTT,0.4981725774856266
41,HHTH,0.8299203717383917
41,HHHT,0.8299203717383917
41,HHHH,0.8612266814776428
42,TTTT,0.8637204179736762
42,TTTH,0.8349689310687464
42,TTHT,0.8349689310687464
42,TTHH,0.5031810820577717
42,THTT,0.8349689310687457
42,THTH,0.5740819287858656
42,THHT,0.5031810820577717
42,THHH,0.7563133208470594
42,HTTT,0.7563133208470595
42,HTTH,0.5031810820577711
42,HTHT,0.5740819287858661
42,HTHH,0.8349689310687456
42,HHTT,0.5031810820577711
42,HHTH,0.8349689310687456
42,HHHT,0.8349689310687456
42,HHHH,0.8637204179736757
43,TTTT,0.8661569435956393
43,TTTH,0.8398211702471101
43,TTHT,0.8398211702471101
43,TTHH,0.507973721716815
43,THTT,0.8398211702471098
43,THTH,0.5752601652284133
43,THHT,0.507973721716815
43,THHH,0.7625737327838326
43,HTTT,0.7625737327838332
43,HTTH,0.5079737217168147
43,HTHT,0.5752601652284135
43,HTHH,0.8398211702471102
43,HHTT,0.5079737217168147
43,HHTH,0.8398211702471102
43,HHHT,0.8398211702471102
43,HHHH,0.8661569435956387
44,TTTT,0.8685453762224788
44,TTTH,0.844489260417016
44,TTHT,0.844489260417016
44,TTHH,0.5125631515354241
44,THTT,0.8444892604170157
44,THTH,0.5763850202532549
44,THHT,0.5125631515354241
44,THHH,0.7685981557366034
44,HTTT,0.7685981557366034
44,HTTH,0.5125631515354239
44,HTHT,0.576385020253255
44,HTHH,0.844489260417016
44,HHTT,0.5125631515354239
44,HHTH,0.844489260417016
44,HHHT,0.844489260417016
44,HHHH,0.8685453762224781
45,TTTT,0.8708967653397163
45,TTTH,0.8489844021390681
45,TTHT,0.8489844021390681
45,TTHH,0.5169611782107667
45,THTT,0.8489844021390678
45,THTH,0.5774555549222423
45,THHT,0.5169611782107667
45,THHH,0.774399003976301
45,HTTT,0.7743990039763013
45,HTTH,0.5169611782107663
45,HTHT,0.5774555549222429
45,HTHH,0.8489844021390678
45,HHTT,0.5169611782107663
45,HHTH,0.8489844021390678
45,HHHT,0.8489844021390678
45,HHHH,0.8708967653397164
46,TTTT,0.8732013423364023
46,TTTH,0.8533169128299118
46,TTHT,0.8533169128299118
46,TTHH,0.5211788144005843
46,THTT,0.8533169128299114
46,THTH,0.5784858912562906
46,THHT,0.5211788144005843
46,THHH,0.7799878775847435
46,HTTT,0.7799878775847437
46,HTTH,0.5211788144005843
46,HTHT,0.5784858912562902
46,HTHH,0.8533169128299115
46,HHTT,0.5211788144005843
46,HHTH,0.8533169128299115
46,HHHT,0.8533169128299115
46,HHHH,0.873201342336402
47,TTTT,0.8754628420029172
47,TTTH,0.857496305743395
47,TTHT,0.857496305743395
47,TTHH,0.5252263312432709
47,THTT,0.8574963057433943
47,THTH,0.5794741452446361
47,THHT,0.5252263312432709
47,THHH,0.7853756274951732
47,HTTT,0.7853756274951738
47,HTTH,0.5252263312432707
47,HTHT,0.5794741452446365
47,HTHH,0.8574963057433947
47,HHTT,0.5252263312432707
47,HHTH,0.8574963057433947
47,HHHT,0.8574963057433947
47,HHHH,0.8754628420029171
48,TTTT,0.8776935089933028
48,TTTH,0.861531361337645
48,TTHT,0.861531361337645
48,TTHH,0.5291133086626361
48,THTT,0.8615313613376446
48,THTH,0.5804162370325245
48,THHT,0.5291133086626361
48,THHH,0.7905724143635514
48,HTTT,0.7905724143635515
48,HTTH,0.5291133086626357
48,HTHT,0.5804162370325248
48,HTHH,0.8615313613376446
48,HHTT,0.5291133086626357
48,HHTH,0.8615313613376446
48,HHHT,0.8615313613376446
48,HHHH,0.8776935089933027
49,TTTT,0.8798856153267145
49,TTTH,0.8654301918627348
49,TTHT,0.8654301918627348
49,TTHH,0.5328486832021577
49,THTT,0.8654301918627344
49,THTH,0.5813245544524738
49,THHT,0.5328486832021577
49,THHH,0.7955877619233146
49,HTTT,0.7955877619233146
49,HTTH,0.5328486832021573
49,HTHT,0.5813245544524737
49,HTHH,0.8654301918627348
49,HHTT,0.5328486832021573
49,HHTH,0.8654301918627348
49,HHHT,0.8654301918627348
49,HHHH,0.8798856153267145
50,TTTT,0.882038387657627
50,TTTH,0.8692002997614479
50,TTHT,0.8692002997614479
50,TTHH,0.5364407932441135
50,THTT,0.8692002997614474
50,THTH,0.5821996771464691
50,THHT,0.5364407932441135
50,THHH,0.8004306054070396
50,HTTT,0.8004306054070397
50,HTTH,0.536440793244113
50,HTHT,0.5821996771464691
50,HTHH,0.8692002997614477
50,HHTT,0.536440793244113
50,HHTH,0.8692002997614477
50,HHHT,0.8692002997614477
50,HHHH,0.8820383876576265
51,TTTT,0.8841640825476536
51,TTTH,0.872848630593467
51,TTHT,0.872848630593467
51,TTHH,0.5398974215529166
51,THTT,0.8728486305934666
51,THTH,0.5830354139156829
51,THHT,0.5398974215529166
51,THHH,0.8051093355550977
51,HTTT,0.8051093355550977
51,HTTH,0.539897421552916
51,HTHT,0.5830354139156827
51,HTHH,0.8728486305934666
51,HHTT,0.539897421552916
51,HHTH,0.8728486305934666
51,HHHT,0.8728486305934666
51,HHHH,0.8841640825476528
52,TTTT,0.8862577499505094
52,TTTH,0.8763816209661911
52,TTHT,0.8763816209661911
52,TTHH,0.5432258351447048
52,THTT,0.8763816209661907
52,THTH,0.5838419290565176
52,THHT,0.5432258351447048
52,THHH,0.8096318386739838
52,HTTT,0.8096318386739841
52,HTTH,0.5432258351447045
52,HTHT,0.5838419290565178
52,HTHH,0.8763816209661911
52,HHTT,0.5432258351447045
52,HHTH,0.8763816209661911
52,HHHT,0.8763816209661911
52,HHHH,0.8862577499505094
53,TTTT,0.8883151568837441
53,TTTH,0.8798052419920611
53,TTHT,0.8798052419920611
53,TTHH,0.5464328225312405
53,THTT,0.8798052419920606
53,THTH,0.5846222079597445
53,THHT,0.5464328225312405
53,THHH,0.8140055331553095
53,HTTT,0.8140055331553102
53,HTTH,0.5464328225312396
53,HTHT,0.5846222079597442
53,HTHH,0.8798052419920607
53,HHTT,0.5464328225312396
53,HHTH,0.8798052419920607
53,HHHT,0.8798052419920607
53,HHHH,0.8883151568837434
54,TTTT,0.8903475413438569
54,TTTH,0.8831250387348221
54,TTHT,0.8831250387348221
54,TTHH,0.5495247284190565
54,THTT,0.8831250387348218
54,THTH,0.5853689288543642
54,THHT,0.5495247284190565
54,THHH,0.8182374028202704
54,HTTT,0.8182374028202709
54,HTTH,0.5495247284190561
54,HTHT,0.585368928854364
54,HTHH,0.8831250387348218
54,HHTT,0.5495247284190561
54,HHTH,0.8831250387348218
54,HHHT,0.8831250387348218
54,HHHH,0.8903475413438562
55,TTTT,0.8923529979256938
55,TTTH,0.8863461659858889
55,TTHT,0.8863461659858889
55,TTHH,0.5525074859674943
55,THTT,0.8863461659858887
55,THTH,0.5860896893146863
55,THHT,0.5525074859674943
55,THHH,0.8223340274132442
55,HTTT,0.8223340274132448
55,HTTH,0.5525074859674937
55,HTHT,0.5860896893146861
55,HTHH,0.8863461659858889
55,HHTT,0.5525074859674937
55,HHTH,0.8863461659858889
55,HHHT,0.8863461659858889
55,HHHH,0.8923529979256937
56,TTTT,0.8943249520420873
56,TTTH,0.8894734208000409
56,TTHT,0.8894734208000409
56,TTHH,0.5553866467239562
56,THTT,0.8894734208000405
56,THTH,0.5867895865857309
56,THHT,0.5553866467239562
56,THHH,0.8263016105316465
56,HTTT,0.8263016105316464
56,HTTH,0.5553866467239559
56,HTHT,0.5867895865857305
56,HTHH,0.8894734208000405
